county,date,ML,Low_90,High_90,Low_50,High_50,state,fips,cases
Union,2020-03-24,3.02,2.3000000000000003,3.79,2.73,3.34,New Jersey,34039.0,246
Union,2020-03-25,3.0100000000000002,2.36,3.69,2.7800000000000002,3.33,New Jersey,34039.0,262
Union,2020-03-26,2.91,2.31,3.5,2.69,3.18,New Jersey,34039.0,432
Union,2020-03-27,2.91,2.4,3.48,2.7,3.14,New Jersey,34039.0,519
Union,2020-03-28,2.74,2.27,3.25,2.5500000000000003,2.95,New Jersey,34039.0,742
Union,2020-03-29,2.5500000000000003,2.1,3.0,2.38,2.75,New Jersey,34039.0,896
Union,2020-03-30,2.31,1.9100000000000001,2.7600000000000002,2.17,2.52,New Jersey,34039.0,1213
Union,2020-03-31,2.23,1.84,2.65,2.07,2.4,New Jersey,34039.0,1418
Union,2020-04-01,2.12,1.75,2.52,2.0,2.32,New Jersey,34039.0,1661
Union,2020-04-02,2.0,1.6500000000000001,2.39,1.8900000000000001,2.2,New Jersey,34039.0,2010
Union,2020-04-03,1.86,1.51,2.22,1.76,2.06,New Jersey,34039.0,2487
Union,2020-04-04,1.82,1.49,2.18,1.72,2.0100000000000002,New Jersey,34039.0,2916
Union,2020-04-05,1.71,1.3900000000000001,2.06,1.6,1.8800000000000001,New Jersey,34039.0,3216
Union,2020-04-06,1.56,1.25,1.9100000000000001,1.45,1.72,New Jersey,34039.0,3685
Union,2020-04-07,1.37,1.06,1.71,1.27,1.54,New Jersey,34039.0,4358
Union,2020-04-08,1.1500000000000001,0.84,1.49,1.04,1.31,New Jersey,34039.0,4831
Union,2020-04-09,0.93,0.62,1.28,0.81,1.08,New Jersey,34039.0,5203
Union,2020-04-10,0.75,0.43,1.1,0.65,0.93,New Jersey,34039.0,5575
Union,2020-04-11,0.78,0.44,1.12,0.65,0.93,New Jersey,34039.0,5865
Union,2020-04-12,0.85,0.52,1.21,0.75,1.04,New Jersey,34039.0,6180
Union,2020-04-13,1.01,0.68,1.37,0.91,1.2,New Jersey,34039.0,6636
Union,2020-04-14,1.06,0.74,1.43,0.93,1.21,New Jersey,34039.0,7265
Union,2020-04-15,1.07,0.74,1.42,0.9500000000000001,1.23,New Jersey,34039.0,7438
Union,2020-04-16,1.02,0.7000000000000001,1.3800000000000001,0.91,1.19,New Jersey,34039.0,7904
Westchester,2020-03-04,4.0,1.58,8.290000000000001,2.83,5.57,New York,36119.0,9
Westchester,2020-03-05,2.69,1.31,4.49,2.08,3.41,New York,36119.0,17
Westchester,2020-03-06,2.34,1.2,3.77,1.86,2.93,New York,36119.0,33
Westchester,2020-03-07,2.06,1.02,3.25,1.6600000000000001,2.59,New York,36119.0,69
Westchester,2020-03-08,1.83,0.9,2.93,1.45,2.29,New York,36119.0,81
Westchester,2020-03-09,1.73,0.8200000000000001,2.74,1.41,2.21,New York,36119.0,97
Westchester,2020-03-10,1.6,0.72,2.56,1.26,2.02,New York,36119.0,107
Westchester,2020-03-11,1.54,0.6900000000000001,2.49,1.2,1.94,New York,36119.0,120
Westchester,2020-03-12,1.53,0.6900000000000001,2.46,1.22,1.95,New York,36119.0,147
Westchester,2020-03-13,1.51,0.68,2.42,1.22,1.94,New York,36119.0,157
Westchester,2020-03-14,1.8900000000000001,1.04,2.75,1.6,2.31,New York,36119.0,178
Westchester,2020-03-15,2.41,1.6300000000000001,3.25,2.14,2.81,New York,36119.0,195
Westchester,2020-03-16,3.04,2.34,3.79,2.8000000000000003,3.4,New York,36119.0,219
Westchester,2020-03-17,3.44,2.84,4.08,3.22,3.73,New York,36119.0,379
Westchester,2020-03-18,3.39,2.88,3.94,3.22,3.66,New York,36119.0,537
Westchester,2020-03-19,3.25,2.81,3.73,3.1,3.48,New York,36119.0,797
Westchester,2020-03-20,3.33,2.94,3.75,3.17,3.5,New York,36119.0,1091
Westchester,2020-03-21,3.27,2.93,3.64,3.13,3.42,New York,36119.0,1387
Westchester,2020-03-22,3.0700000000000003,2.77,3.41,2.95,3.21,New York,36119.0,1873
Westchester,2020-03-23,2.85,2.57,3.15,2.75,2.99,New York,36119.0,2894
Westchester,2020-03-24,2.5300000000000002,2.27,2.81,2.42,2.64,New York,36119.0,3891
Westchester,2020-03-25,2.07,1.83,2.35,1.97,2.18,New York,36119.0,4691
Westchester,2020-03-26,1.6,1.36,1.87,1.51,1.72,New York,36119.0,5944
Westchester,2020-03-27,1.16,0.92,1.43,1.07,1.28,New York,36119.0,7187
Westchester,2020-03-28,0.8200000000000001,0.5700000000000001,1.09,0.75,0.97,New York,36119.0,7875
Westchester,2020-03-29,0.64,0.39,0.93,0.54,0.76,New York,36119.0,8519
Westchester,2020-03-30,0.58,0.31,0.86,0.49,0.72,New York,36119.0,9326
Westchester,2020-03-31,0.67,0.39,0.9500000000000001,0.56,0.79,New York,36119.0,9967
Westchester,2020-04-01,0.89,0.62,1.19,0.81,1.05,New York,36119.0,10683
Westchester,2020-04-02,0.97,0.6900000000000001,1.25,0.86,1.09,New York,36119.0,11566
Westchester,2020-04-03,0.91,0.63,1.19,0.8,1.03,New York,36119.0,12350
Westchester,2020-04-04,0.81,0.54,1.11,0.72,0.96,New York,36119.0,13080
Westchester,2020-04-05,0.84,0.56,1.1300000000000001,0.75,0.99,New York,36119.0,13722
Westchester,2020-04-06,0.99,0.7000000000000001,1.27,0.9,1.1400000000000001,New York,36119.0,14293
Westchester,2020-04-07,1.28,1.02,1.59,1.2,1.44,New York,36119.0,14804
Westchester,2020-04-08,1.42,1.16,1.71,1.34,1.57,New York,36119.0,15887
Westchester,2020-04-09,1.36,1.1,1.6400000000000001,1.26,1.48,New York,36119.0,17004
Westchester,2020-04-10,1.08,0.8200000000000001,1.35,0.99,1.21,New York,36119.0,18077
Westchester,2020-04-11,0.71,0.45,0.99,0.64,0.87,New York,36119.0,18729
Westchester,2020-04-12,0.42,0.16,0.72,0.31,0.54,New York,36119.0,19313
Westchester,2020-04-13,0.41000000000000003,0.14,0.72,0.3,0.54,New York,36119.0,19785
Westchester,2020-04-14,0.6,0.31,0.92,0.49,0.74,New York,36119.0,20191
Westchester,2020-04-15,0.9400000000000001,0.65,1.25,0.84,1.09,New York,36119.0,20947
Westchester,2020-04-16,1.2,0.92,1.51,1.07,1.31,New York,36119.0,21828
