state,date,ML,Low_90,High_90,Low_50,High_50,cases
Texas,2020-04-07,1.52,1.27,1.8,1.44,1.6600000000000001,8968
Texas,2020-04-08,1.46,1.22,1.74,1.35,1.56,9897
Texas,2020-04-09,1.28,1.04,1.55,1.19,1.4000000000000001,11372
Texas,2020-04-10,0.96,0.71,1.22,0.87,1.08,12290
Texas,2020-04-11,0.73,0.48,1.0,0.66,0.88,13208
Texas,2020-04-12,0.6,0.34,0.88,0.5,0.72,13776
Texas,2020-04-13,0.56,0.29,0.84,0.47000000000000003,0.7000000000000001,14487
Texas,2020-04-14,0.87,0.61,1.17,0.78,1.01,15303
Texas,2020-04-15,1.07,0.81,1.36,0.99,1.22,16106
Texas,2020-04-16,1.1400000000000001,0.87,1.41,1.06,1.29,16928
Texas,2020-04-17,1.01,0.75,1.29,0.9,1.12,18131
Texas,2020-04-18,0.87,0.6,1.1400000000000001,0.79,1.02,18927
Texas,2020-04-19,0.77,0.5,1.05,0.68,0.91,19441
Texas,2020-04-20,0.76,0.49,1.05,0.66,0.89,20035
Texas,2020-04-21,0.76,0.49,1.06,0.68,0.92,20949
Utah,2020-02-25,,,,,,1
Utah,2020-02-26,,,,,,1
Utah,2020-02-27,,,,,,1
Utah,2020-02-28,,,,,,1
Utah,2020-02-29,,,,,,1
Utah,2020-03-01,,,,,,1
Utah,2020-03-02,,,,,,1
Utah,2020-03-03,,,,,,1
Utah,2020-03-04,,,,,,1
Utah,2020-03-05,,,,,,1
Utah,2020-03-06,,,,,,3
Utah,2020-03-07,,,,,,3
Utah,2020-03-08,,,,,,3
Utah,2020-03-09,4.0,1.58,8.290000000000001,2.83,5.57,3
Utah,2020-03-10,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,4
Utah,2020-03-11,3.98,1.7,7.3,2.98,5.32,5
Utah,2020-03-12,3.96,1.82,6.86,3.08,5.2,7
Utah,2020-03-13,4.09,2.0,6.58,3.29,5.22,7
Utah,2020-03-14,3.91,2.02,5.99,3.14,4.8,21
Utah,2020-03-15,3.64,2.0,5.45,3.02,4.46,29
Utah,2020-03-16,3.37,1.92,4.96,2.79,4.05,40
Utah,2020-03-17,3.12,1.82,4.54,2.65,3.7800000000000002,51
Utah,2020-03-18,2.99,1.79,4.26,2.5300000000000002,3.5500000000000003,65
Utah,2020-03-19,2.97,1.8900000000000001,4.15,2.56,3.49,80
Utah,2020-03-20,2.98,1.96,4.0,2.59,3.43,112
Utah,2020-03-21,2.93,2.0100000000000002,3.85,2.6,3.36,138
Utah,2020-03-22,2.77,1.95,3.62,2.48,3.17,182
Utah,2020-03-23,2.54,1.78,3.31,2.2600000000000002,2.89,257
Utah,2020-03-24,2.36,1.67,3.1,2.12,2.71,298
Utah,2020-03-25,2.2800000000000002,1.61,2.95,2.02,2.57,346
Utah,2020-03-26,2.23,1.62,2.89,2.0,2.52,402
Utah,2020-03-27,2.18,1.6,2.8000000000000003,1.94,2.43,480
Utah,2020-03-28,2.09,1.54,2.68,1.9000000000000001,2.37,608
Utah,2020-03-29,1.96,1.43,2.52,1.77,2.22,719
Utah,2020-03-30,1.73,1.23,2.29,1.57,2.0100000000000002,806
Utah,2020-03-31,1.6500000000000001,1.16,2.2,1.48,1.9100000000000001,887
Utah,2020-04-01,1.61,1.12,2.14,1.44,1.86,1012
Utah,2020-04-02,1.6600000000000001,1.19,2.19,1.49,1.9000000000000001,1074
Utah,2020-04-03,1.6300000000000001,1.16,2.13,1.46,1.86,1260
Utah,2020-04-04,1.52,1.06,2.0100000000000002,1.34,1.73,1428
Utah,2020-04-05,1.33,0.87,1.81,1.17,1.56,1605
Utah,2020-04-06,1.1500000000000001,0.6900000000000001,1.6300000000000001,1.0,1.3900000000000001,1675
Utah,2020-04-07,0.99,0.53,1.48,0.81,1.2,1752
Utah,2020-04-08,0.93,0.47000000000000003,1.44,0.77,1.17,1875
Utah,2020-04-09,0.93,0.46,1.44,0.73,1.1300000000000001,1980
Utah,2020-04-10,0.9400000000000001,0.47000000000000003,1.46,0.78,1.19,2103
Utah,2020-04-11,0.86,0.39,1.3900000000000001,0.68,1.09,2206
Utah,2020-04-12,0.81,0.32,1.33,0.65,1.07,2303
Utah,2020-04-13,0.8300000000000001,0.32,1.34,0.64,1.06,2363
Utah,2020-04-14,0.91,0.4,1.43,0.75,1.18,2418
Utah,2020-04-15,1.07,0.5700000000000001,1.6,0.86,1.28,2549
Utah,2020-04-16,1.2,0.7000000000000001,1.71,1.04,1.46,2683
Utah,2020-04-17,1.29,0.8,1.79,1.12,1.53,2813
Utah,2020-04-18,1.26,0.78,1.75,1.08,1.48,2942
Utah,2020-04-19,1.16,0.6900000000000001,1.6500000000000001,1.01,1.41,3071
Utah,2020-04-20,1.09,0.63,1.59,0.9400000000000001,1.34,3213
Utah,2020-04-21,1.02,0.56,1.52,0.87,1.27,3301
Vermont,2020-03-07,,,,,,1
Vermont,2020-03-08,,,,,,1
Vermont,2020-03-09,,,,,,1
Vermont,2020-03-10,,,,,,1
Vermont,2020-03-11,,,,,,2
Vermont,2020-03-12,4.0,1.58,8.290000000000001,2.83,5.57,2
Vermont,2020-03-13,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,2
Vermont,2020-03-14,3.98,1.7,7.3,2.98,5.32,5
Vermont,2020-03-15,3.96,1.82,6.86,3.08,5.2,8
Vermont,2020-03-16,3.5,1.6500000000000001,5.96,2.7600000000000002,4.57,12
Vermont,2020-03-17,3.44,1.67,5.66,2.71,4.38,14
Vermont,2020-03-18,3.31,1.6500000000000001,5.3100000000000005,2.65,4.18,19
Vermont,2020-03-19,3.16,1.61,4.97,2.54,3.94,22
Vermont,2020-03-20,3.27,1.78,4.93,2.7,4.01,29
Vermont,2020-03-21,3.11,1.76,4.62,2.5300000000000002,3.71,49
Vermont,2020-03-22,3.12,1.83,4.44,2.64,3.72,52
Vermont,2020-03-23,3.02,1.8900000000000001,4.26,2.62,3.6,75
Vermont,2020-03-24,2.82,1.79,3.94,2.46,3.35,95
Vermont,2020-03-25,2.64,1.67,3.64,2.27,3.08,123
Vermont,2020-03-26,2.43,1.54,3.37,2.13,2.89,158
Vermont,2020-03-27,2.19,1.36,3.09,1.8800000000000001,2.59,184
Vermont,2020-03-28,2.0100000000000002,1.19,2.84,1.71,2.39,211
Vermont,2020-03-29,1.87,1.09,2.69,1.6,2.2600000000000002,235
Vermont,2020-03-30,1.73,0.96,2.52,1.43,2.07,256
Vermont,2020-03-31,1.7,0.9400000000000001,2.47,1.42,2.05,293
Vermont,2020-04-01,1.76,1.03,2.5300000000000002,1.51,2.13,321
Vermont,2020-04-02,1.79,1.09,2.5500000000000003,1.54,2.14,338
Vermont,2020-04-03,1.8,1.12,2.5300000000000002,1.55,2.13,389
Vermont,2020-04-04,1.75,1.09,2.46,1.49,2.05,461
Vermont,2020-04-05,1.61,0.9500000000000001,2.2800000000000002,1.3800000000000001,1.93,512
Vermont,2020-04-06,1.42,0.77,2.08,1.19,1.73,543
Vermont,2020-04-07,1.28,0.64,1.95,1.05,1.59,575
Vermont,2020-04-08,1.17,0.51,1.82,0.9400000000000001,1.48,605
Vermont,2020-04-09,1.11,0.44,1.76,0.89,1.44,628
Vermont,2020-04-10,1.07,0.43,1.77,0.8300000000000001,1.3800000000000001,679
Vermont,2020-04-11,0.99,0.32,1.6600000000000001,0.77,1.33,711
Vermont,2020-04-12,0.87,0.21,1.54,0.6,1.16,727
Vermont,2020-04-13,0.75,0.1,1.3800000000000001,0.51,1.08,748
Vermont,2020-04-14,0.5700000000000001,0.03,1.21,0.33,0.88,752
Vermont,2020-04-15,0.53,0.0,1.18,0.25,0.8,759
Vermont,2020-04-16,0.53,0.02,1.24,0.31,0.88,768
Vermont,2020-04-17,0.54,0.02,1.27,0.29,0.87,779
Vermont,2020-04-18,0.55,0.03,1.31,0.26,0.85,803
Vermont,2020-04-19,0.51,0.01,1.28,0.27,0.86,812
Vermont,2020-04-20,0.46,0.02,1.29,0.27,0.86,816
Vermont,2020-04-21,0.36,0.01,1.24,0.19,0.75,818
Virginia,2020-03-07,4.0,1.58,8.290000000000001,2.83,5.57,1
Virginia,2020-03-08,3.56,1.52,6.72,2.62,4.78,2
Virginia,2020-03-09,3.6,1.61,6.390000000000001,2.69,4.69,5
Virginia,2020-03-10,3.5100000000000002,1.6500000000000001,5.94,2.73,4.53,8
Virginia,2020-03-11,3.35,1.6400000000000001,5.49,2.62,4.23,10
Virginia,2020-03-12,3.35,1.74,5.28,2.73,4.21,17
Virginia,2020-03-13,3.1,1.62,4.78,2.54,3.86,30
Virginia,2020-03-14,2.89,1.54,4.42,2.39,3.59,42
Virginia,2020-03-15,2.62,1.34,3.98,2.16,3.2600000000000002,45
Virginia,2020-03-16,2.5,1.29,3.7800000000000002,2.0300000000000002,3.06,51
Virginia,2020-03-17,2.47,1.34,3.71,2.05,3.0300000000000002,67
Virginia,2020-03-18,2.49,1.41,3.66,2.09,3.02,78
Virginia,2020-03-19,2.69,1.68,3.8000000000000003,2.29,3.16,94
Virginia,2020-03-20,2.69,1.76,3.71,2.33,3.13,115
Virginia,2020-03-21,2.66,1.81,3.6,2.37,3.11,152
Virginia,2020-03-22,2.65,1.87,3.5100000000000002,2.33,3.0,219
Virginia,2020-03-23,2.83,2.12,3.61,2.56,3.17,254
Virginia,2020-03-24,2.65,2.0,3.35,2.44,3.0,290
Virginia,2020-03-25,2.56,1.97,3.21,2.35,2.86,391
Virginia,2020-03-26,2.41,1.85,3.0,2.18,2.65,604
Virginia,2020-03-27,2.22,1.69,2.77,2.05,2.5,606
Virginia,2020-03-28,2.13,1.6400000000000001,2.67,1.93,2.35,740
Virginia,2020-03-29,2.11,1.6300000000000001,2.61,1.9100000000000001,2.31,890
Virginia,2020-03-30,2.05,1.61,2.5500000000000003,1.9000000000000001,2.29,1021
Virginia,2020-03-31,2.12,1.69,2.58,1.98,2.35,1250
Virginia,2020-04-01,2.11,1.71,2.56,1.96,2.31,1511
Virginia,2020-04-02,1.97,1.59,2.4,1.81,2.14,1706
Virginia,2020-04-03,1.82,1.44,2.22,1.68,2.0,2012
Virginia,2020-04-04,1.7,1.34,2.1,1.55,1.86,2407
Virginia,2020-04-05,1.56,1.21,1.96,1.44,1.75,2637
Virginia,2020-04-06,1.51,1.1500000000000001,1.8800000000000001,1.37,1.67,2878
Virginia,2020-04-07,1.49,1.1400000000000001,1.86,1.37,1.67,3333
Virginia,2020-04-08,1.54,1.21,1.92,1.41,1.7,3645
Virginia,2020-04-09,1.47,1.1400000000000001,1.83,1.37,1.6600000000000001,4042
Virginia,2020-04-10,1.41,1.09,1.77,1.3,1.58,4509
Virginia,2020-04-11,1.25,0.92,1.59,1.1500000000000001,1.43,5077
Virginia,2020-04-12,1.1300000000000001,0.8,1.47,1.02,1.3,5274
Virginia,2020-04-13,1.02,0.7000000000000001,1.3800000000000001,0.91,1.19,5747
Virginia,2020-04-14,1.04,0.72,1.4000000000000001,0.92,1.2,6171
Virginia,2020-04-15,1.1300000000000001,0.81,1.49,1.01,1.29,6500
Virginia,2020-04-16,1.31,0.99,1.6600000000000001,1.2,1.48,6889
Virginia,2020-04-17,1.31,1.01,1.67,1.2,1.47,7491
Virginia,2020-04-18,1.34,1.02,1.6600000000000001,1.24,1.51,8053
Virginia,2020-04-19,1.3,0.99,1.62,1.19,1.45,8537
Virginia,2020-04-20,1.24,0.9500000000000001,1.58,1.1400000000000001,1.4000000000000001,8990
Virginia,2020-04-21,1.16,0.86,1.48,1.06,1.32,9630
Washington,2020-01-21,,,,,,1
Washington,2020-01-22,,,,,,1
Washington,2020-01-23,,,,,,1
Washington,2020-01-24,,,,,,1
Washington,2020-01-25,,,,,,1
Washington,2020-01-26,,,,,,1
Washington,2020-01-27,,,,,,1
Washington,2020-01-28,,,,,,1
Washington,2020-01-29,,,,,,1
Washington,2020-01-30,,,,,,1
Washington,2020-01-31,,,,,,1
Washington,2020-02-01,,,,,,1
Washington,2020-02-02,,,,,,1
Washington,2020-02-03,,,,,,1
Washington,2020-02-04,,,,,,1
Washington,2020-02-05,,,,,,1
Washington,2020-02-06,,,,,,1
Washington,2020-02-07,,,,,,1
Washington,2020-02-08,,,,,,1
Washington,2020-02-09,,,,,,1
Washington,2020-02-10,,,,,,1
Washington,2020-02-11,,,,,,1
Washington,2020-02-12,,,,,,1
Washington,2020-02-13,,,,,,1
Washington,2020-02-14,,,,,,1
Washington,2020-02-15,,,,,,1
Washington,2020-02-16,,,,,,1
Washington,2020-02-17,,,,,,1
Washington,2020-02-18,,,,,,1
Washington,2020-02-19,,,,,,1
Washington,2020-02-20,,,,,,1
Washington,2020-02-21,,,,,,1
Washington,2020-02-22,4.0,1.58,8.290000000000001,2.83,5.57,1
Washington,2020-02-23,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,1
Washington,2020-02-24,3.56,1.49,6.71,2.65,4.82,5
Washington,2020-02-25,3.41,1.42,6.2700000000000005,2.5300000000000002,4.55,5
Washington,2020-02-26,3.29,1.42,6.01,2.45,4.36,5
Washington,2020-02-27,3.47,1.54,6.12,2.7,4.62,5
Washington,2020-02-28,3.25,1.43,5.63,2.5300000000000002,4.29,7
Washington,2020-02-29,3.56,1.69,5.8500000000000005,2.7800000000000002,4.5200000000000005,10
Washington,2020-03-01,3.61,1.81,5.65,2.94,4.55,17
Washington,2020-03-02,3.66,2.0,5.48,3.0300000000000002,4.48,23
Washington,2020-03-03,3.5100000000000002,1.99,5.0600000000000005,2.98,4.26,32
Washington,2020-03-04,3.29,1.97,4.69,2.83,3.96,47
Washington,2020-03-05,3.0700000000000003,1.87,4.3,2.57,3.5700000000000003,75
Washington,2020-03-06,2.93,1.85,4.05,2.54,3.45,86
Washington,2020-03-07,2.98,2.02,4.0200000000000005,2.6,3.42,110
Washington,2020-03-08,2.95,2.08,3.88,2.63,3.37,141
Washington,2020-03-09,2.93,2.11,3.72,2.67,3.34,179
Washington,2020-03-10,2.81,2.11,3.5700000000000003,2.56,3.16,279
Washington,2020-03-11,2.61,1.96,3.29,2.39,2.94,338
Washington,2020-03-12,2.38,1.79,3.0300000000000002,2.16,2.67,419
Washington,2020-03-13,2.17,1.61,2.7800000000000002,1.96,2.44,511
Washington,2020-03-14,1.98,1.45,2.57,1.78,2.24,609
Washington,2020-03-15,1.8800000000000001,1.36,2.44,1.71,2.16,675
Washington,2020-03-16,1.87,1.37,2.42,1.68,2.11,794
Washington,2020-03-17,1.8800000000000001,1.3800000000000001,2.39,1.71,2.13,908
Washington,2020-03-18,1.96,1.47,2.44,1.78,2.18,1026
Washington,2020-03-19,1.96,1.51,2.44,1.82,2.21,1228
Washington,2020-03-20,1.93,1.49,2.38,1.78,2.15,1404
Washington,2020-03-21,1.93,1.52,2.38,1.76,2.11,1655
Washington,2020-03-22,1.77,1.3800000000000001,2.21,1.6300000000000001,1.97,1844
Washington,2020-03-23,1.84,1.45,2.25,1.7,2.0300000000000002,2101
Washington,2020-03-24,1.95,1.58,2.35,1.83,2.15,2469
Washington,2020-03-25,2.04,1.69,2.42,1.9100000000000001,2.21,2585
Washington,2020-03-26,2.1,1.76,2.45,1.99,2.2800000000000002,3208
Washington,2020-03-27,1.9000000000000001,1.58,2.24,1.77,2.04,3770
Washington,2020-03-28,1.49,1.16,1.8,1.3900000000000001,1.6600000000000001,4311
Washington,2020-03-29,1.1300000000000001,0.8200000000000001,1.47,1.02,1.29,4896
Washington,2020-03-30,0.9500000000000001,0.63,1.29,0.8200000000000001,1.09,5179
Washington,2020-03-31,0.93,0.61,1.28,0.8300000000000001,1.11,5292
Washington,2020-04-01,1.1500000000000001,0.8300000000000001,1.5,1.05,1.33,5588
Washington,2020-04-02,1.34,1.02,1.68,1.21,1.48,6585
Washington,2020-04-03,1.36,1.04,1.68,1.27,1.54,6966
Washington,2020-04-04,1.19,0.89,1.53,1.07,1.33,7498
Washington,2020-04-05,0.9400000000000001,0.63,1.27,0.81,1.07,7984
Washington,2020-04-06,0.7000000000000001,0.38,1.03,0.59,0.86,8384
Washington,2020-04-07,0.71,0.39,1.06,0.61,0.89,8682
Washington,2020-04-08,0.71,0.38,1.06,0.59,0.87,9097
Washington,2020-04-09,0.66,0.33,1.02,0.56,0.85,9608
Washington,2020-04-10,0.54,0.2,0.9,0.41000000000000003,0.7000000000000001,9887
Washington,2020-04-11,0.36,0.05,0.7000000000000001,0.25,0.54,10224
Washington,2020-04-12,0.11,0.0,0.48,0.06,0.27,10411
Washington,2020-04-13,0.11,0.0,0.45,0.02,0.21,10538
Washington,2020-04-14,0.26,0.01,0.61,0.17,0.44,10694
Washington,2020-04-15,0.61,0.23,1.05,0.45,0.79,10783
Washington,2020-04-16,0.86,0.47000000000000003,1.31,0.74,1.09,11152
Washington,2020-04-17,1.1,0.72,1.54,0.97,1.31,11445
Washington,2020-04-18,1.05,0.67,1.47,0.92,1.25,11802
Washington,2020-04-19,0.99,0.6,1.3900000000000001,0.86,1.19,11805
Washington,2020-04-20,0.84,0.47000000000000003,1.27,0.71,1.04,12191
Washington,2020-04-21,0.8200000000000001,0.41000000000000003,1.21,0.67,1.0,12345
West Virginia,2020-03-17,4.0,1.58,8.290000000000001,2.83,5.57,1
West Virginia,2020-03-18,3.56,1.52,6.72,2.62,4.78,2
West Virginia,2020-03-19,3.6,1.61,6.390000000000001,2.69,4.69,5
West Virginia,2020-03-20,3.24,1.5,5.64,2.46,4.19,8
West Virginia,2020-03-21,3.22,1.54,5.41,2.52,4.14,12
West Virginia,2020-03-22,3.3200000000000003,1.6300000000000001,5.2700000000000005,2.59,4.11,16
West Virginia,2020-03-23,3.42,1.84,5.2,2.8000000000000003,4.2,16
West Virginia,2020-03-24,3.46,2.02,5.04,2.88,4.13,39
West Virginia,2020-03-25,3.22,1.95,4.61,2.74,3.84,51
West Virginia,2020-03-26,2.92,1.77,4.14,2.49,3.47,76
West Virginia,2020-03-27,2.57,1.52,3.68,2.16,3.0500000000000003,96
West Virginia,2020-03-28,2.32,1.35,3.37,1.93,2.7600000000000002,113
West Virginia,2020-03-29,2.14,1.21,3.13,1.78,2.57,124
West Virginia,2020-03-30,2.04,1.1500000000000001,3.0,1.7,2.46,145
West Virginia,2020-03-31,2.0,1.11,2.89,1.7,2.44,162
West Virginia,2020-04-01,1.99,1.1300000000000001,2.85,1.68,2.39,191
West Virginia,2020-04-02,2.0,1.19,2.85,1.68,2.36,217
West Virginia,2020-04-03,1.92,1.1500000000000001,2.75,1.6500000000000001,2.31,242
West Virginia,2020-04-04,1.9100000000000001,1.16,2.7,1.6,2.23,282
West Virginia,2020-04-05,1.95,1.22,2.7,1.69,2.3000000000000003,324
West Virginia,2020-04-06,1.93,1.23,2.65,1.7,2.29,345
West Virginia,2020-04-07,1.82,1.16,2.5300000000000002,1.55,2.11,412
West Virginia,2020-04-08,1.68,1.04,2.37,1.46,2.0100000000000002,483
West Virginia,2020-04-09,1.51,0.89,2.2,1.29,1.83,524
West Virginia,2020-04-10,1.35,0.73,2.0300000000000002,1.08,1.61,537
West Virginia,2020-04-11,1.22,0.59,1.8900000000000001,1.01,1.55,593
West Virginia,2020-04-12,1.1500000000000001,0.51,1.82,0.92,1.46,615
West Virginia,2020-04-13,1.11,0.46,1.78,0.84,1.3800000000000001,638
West Virginia,2020-04-14,1.12,0.47000000000000003,1.8,0.89,1.44,697
West Virginia,2020-04-15,1.08,0.44,1.78,0.84,1.3900000000000001,725
West Virginia,2020-04-16,1.1400000000000001,0.46,1.8,0.88,1.43,739
West Virginia,2020-04-17,1.17,0.51,1.85,0.92,1.47,776
West Virginia,2020-04-18,1.1500000000000001,0.5,1.84,0.91,1.46,825
West Virginia,2020-04-19,1.1300000000000001,0.47000000000000003,1.8,0.9,1.45,890
West Virginia,2020-04-20,1.09,0.44,1.77,0.86,1.41,908
West Virginia,2020-04-21,0.98,0.34,1.67,0.75,1.3,929
Wisconsin,2020-02-05,,,,,,1
Wisconsin,2020-02-06,,,,,,1
Wisconsin,2020-02-07,,,,,,1
Wisconsin,2020-02-08,,,,,,1
Wisconsin,2020-02-09,,,,,,1
Wisconsin,2020-02-10,,,,,,1
Wisconsin,2020-02-11,,,,,,1
Wisconsin,2020-02-12,,,,,,1
Wisconsin,2020-02-13,,,,,,1
Wisconsin,2020-02-14,,,,,,1
Wisconsin,2020-02-15,,,,,,1
Wisconsin,2020-02-16,,,,,,1
Wisconsin,2020-02-17,,,,,,1
Wisconsin,2020-02-18,,,,,,1
Wisconsin,2020-02-19,,,,,,1
Wisconsin,2020-02-20,,,,,,1
Wisconsin,2020-02-21,,,,,,1
Wisconsin,2020-02-22,,,,,,1
Wisconsin,2020-02-23,,,,,,1
Wisconsin,2020-02-24,,,,,,1
Wisconsin,2020-02-25,,,,,,1
Wisconsin,2020-02-26,,,,,,1
Wisconsin,2020-02-27,,,,,,1
Wisconsin,2020-02-28,,,,,,1
Wisconsin,2020-02-29,,,,,,1
Wisconsin,2020-03-01,,,,,,1
Wisconsin,2020-03-02,,,,,,1
Wisconsin,2020-03-03,,,,,,1
Wisconsin,2020-03-04,,,,,,1
Wisconsin,2020-03-05,,,,,,1
Wisconsin,2020-03-06,,,,,,1
Wisconsin,2020-03-07,,,,,,1
Wisconsin,2020-03-08,4.0,1.58,8.290000000000001,2.83,5.57,1
Wisconsin,2020-03-09,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,2
Wisconsin,2020-03-10,3.98,1.7,7.3,2.98,5.32,3
Wisconsin,2020-03-11,3.96,1.82,6.86,3.08,5.2,6
Wisconsin,2020-03-12,4.09,2.0,6.58,3.29,5.22,8
Wisconsin,2020-03-13,3.91,2.02,5.99,3.14,4.8,19
Wisconsin,2020-03-14,3.64,2.0,5.45,3.02,4.46,27
Wisconsin,2020-03-15,3.62,2.16,5.23,3.04,4.3100000000000005,33
Wisconsin,2020-03-16,3.63,2.33,5.0200000000000005,3.13,4.24,47
Wisconsin,2020-03-17,3.58,2.45,4.78,3.16,4.12,72
Wisconsin,2020-03-18,3.42,2.4,4.41,3.06,3.89,106
Wisconsin,2020-03-19,3.34,2.47,4.22,3.02,3.74,155
Wisconsin,2020-03-20,2.99,2.23,3.7800000000000002,2.72,3.36,216
Wisconsin,2020-03-21,2.66,1.98,3.39,2.41,2.99,281
Wisconsin,2020-03-22,2.46,1.81,3.11,2.25,2.79,382
Wisconsin,2020-03-23,2.32,1.71,2.93,2.07,2.57,418
Wisconsin,2020-03-24,2.29,1.72,2.87,2.11,2.59,481
Wisconsin,2020-03-25,2.22,1.7,2.79,2.04,2.49,623
Wisconsin,2020-03-26,2.07,1.58,2.62,1.9000000000000001,2.33,754
Wisconsin,2020-03-27,1.92,1.44,2.44,1.74,2.15,930
Wisconsin,2020-03-28,1.6600000000000001,1.19,2.16,1.49,1.8900000000000001,1042
Wisconsin,2020-03-29,1.49,1.02,1.98,1.34,1.74,1120
Wisconsin,2020-03-30,1.44,0.97,1.92,1.26,1.6500000000000001,1267
Wisconsin,2020-03-31,1.47,1.0,1.94,1.31,1.7,1351
Wisconsin,2020-04-01,1.55,1.11,2.04,1.3800000000000001,1.76,1550
Wisconsin,2020-04-02,1.57,1.1400000000000001,2.05,1.3900000000000001,1.76,1730
Wisconsin,2020-04-03,1.48,1.06,1.95,1.34,1.71,1916
Wisconsin,2020-04-04,1.37,0.9400000000000001,1.81,1.21,1.57,2112
Wisconsin,2020-04-05,1.21,0.8,1.67,1.07,1.43,2267
Wisconsin,2020-04-06,1.09,0.67,1.54,0.9500000000000001,1.31,2440
Wisconsin,2020-04-07,1.04,0.62,1.5,0.88,1.24,2578
Wisconsin,2020-04-08,0.99,0.56,1.44,0.86,1.23,2756
Wisconsin,2020-04-09,0.97,0.54,1.43,0.8300000000000001,1.2,2885
Wisconsin,2020-04-10,0.9,0.48,1.3800000000000001,0.75,1.12,3068
Wisconsin,2020-04-11,0.84,0.41000000000000003,1.32,0.66,1.03,3213
Wisconsin,2020-04-12,0.8,0.36,1.28,0.64,1.02,3341
Wisconsin,2020-04-13,0.8300000000000001,0.38,1.31,0.65,1.03,3428
Wisconsin,2020-04-14,0.9,0.45,1.3900000000000001,0.75,1.1400000000000001,3555
Wisconsin,2020-04-15,1.01,0.55,1.48,0.87,1.26,3721
Wisconsin,2020-04-16,1.1,0.66,1.59,0.93,1.31,3875
Wisconsin,2020-04-17,1.1300000000000001,0.67,1.58,0.98,1.36,4045
Wisconsin,2020-04-18,1.08,0.64,1.55,0.89,1.26,4199
Wisconsin,2020-04-19,1.01,0.59,1.5,0.84,1.21,4346
Wisconsin,2020-04-20,0.97,0.54,1.45,0.78,1.1500000000000001,4499
Wisconsin,2020-04-21,0.91,0.46,1.37,0.77,1.1500000000000001,4620
Wyoming,2020-03-11,4.0,1.58,8.290000000000001,2.83,5.57,1
Wyoming,2020-03-12,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19,1
Wyoming,2020-03-13,3.56,1.49,6.71,2.65,4.82,2
Wyoming,2020-03-14,3.77,1.67,6.82,2.8000000000000003,4.95,3
Wyoming,2020-03-15,3.47,1.52,6.07,2.69,4.6000000000000005,3
Wyoming,2020-03-16,3.5100000000000002,1.6400000000000001,5.97,2.68,4.49,10
Wyoming,2020-03-17,3.22,1.48,5.38,2.49,4.12,15
Wyoming,2020-03-18,3.0,1.3900000000000001,5.01,2.35,3.86,17
Wyoming,2020-03-19,2.84,1.28,4.69,2.2,3.62,18
Wyoming,2020-03-20,2.56,1.1300000000000001,4.34,1.95,3.2800000000000002,22
Wyoming,2020-03-21,2.63,1.19,4.38,2.0,3.3200000000000003,24
Wyoming,2020-03-22,2.66,1.23,4.3500000000000005,2.05,3.34,26
Wyoming,2020-03-23,2.65,1.22,4.23,2.11,3.36,28
Wyoming,2020-03-24,2.73,1.36,4.2700000000000005,2.24,3.45,37
Wyoming,2020-03-25,2.74,1.43,4.19,2.23,3.37,49
Wyoming,2020-03-26,2.6,1.37,3.96,2.15,3.22,56
Wyoming,2020-03-27,2.39,1.23,3.67,1.98,2.99,73
Wyoming,2020-03-28,2.31,1.19,3.52,1.8900000000000001,2.85,84
Wyoming,2020-03-29,2.16,1.08,3.31,1.77,2.69,87
Wyoming,2020-03-30,2.16,1.1,3.25,1.79,2.68,95
Wyoming,2020-03-31,2.08,1.06,3.13,1.69,2.54,120
Wyoming,2020-04-01,2.07,1.1,3.1,1.69,2.5100000000000002,137
Wyoming,2020-04-02,1.99,1.06,2.99,1.6300000000000001,2.42,153
Wyoming,2020-04-03,1.82,0.92,2.79,1.5,2.27,166
Wyoming,2020-04-04,1.69,0.8,2.63,1.35,2.1,187
Wyoming,2020-04-05,1.58,0.68,2.48,1.25,1.99,200
Wyoming,2020-04-06,1.45,0.5700000000000001,2.36,1.1400000000000001,1.8800000000000001,212
Wyoming,2020-04-07,1.37,0.51,2.3000000000000003,1.07,1.81,221
Wyoming,2020-04-08,1.3,0.4,2.18,0.99,1.73,230
Wyoming,2020-04-09,1.28,0.4,2.19,0.9400000000000001,1.68,239
Wyoming,2020-04-10,1.27,0.35000000000000003,2.14,0.96,1.71,253
Wyoming,2020-04-11,1.2,0.32,2.11,0.88,1.6300000000000001,261
Wyoming,2020-04-12,1.1500000000000001,0.23,2.0,0.77,1.52,270
Wyoming,2020-04-13,1.1400000000000001,0.23,2.0100000000000002,0.79,1.55,275
Wyoming,2020-04-14,1.08,0.18,1.94,0.77,1.54,282
Wyoming,2020-04-15,1.07,0.18,1.95,0.7000000000000001,1.47,288
Wyoming,2020-04-16,1.07,0.14,1.9100000000000001,0.72,1.5,296
Wyoming,2020-04-17,1.01,0.08,1.82,0.64,1.42,305
Wyoming,2020-04-18,1.0,0.1,1.85,0.65,1.44,309
Wyoming,2020-04-19,0.9400000000000001,0.08,1.8,0.59,1.3800000000000001,313
